BMI_714_Variable_Name,Variable_Name,Variable_Description,Data_File_Name,Data_File_Description,Component
P_CBQPFC_CBQ738F,CBQ738F,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ738G,CBQ738G,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ738H,CBQ738H,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ738I,CBQ738I,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ738J,CBQ738J,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ738K,CBQ738K,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ738CD,CBQ738CD,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698A,CBQ698A,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698B,CBQ698B,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698C,CBQ698C,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698D,CBQ698D,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698E,CBQ698E,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698F,CBQ698F,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698G,CBQ698G,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698H,CBQ698H,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698I,CBQ698I,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ698CD,CBQ698CD,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ695A,CBQ695A,"{Now turn to {hand cards 38 and 39/hand cards 40 and 41}.} Again, for this next question you may give more than one answer. Now think about the ""serving size"" on a food label. What does serving size mean to you? Serving size is...",P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ695B,CBQ695B,"{Now turn to {hand cards 38 and 39/hand cards 40 and 41}.} Again, for this next question you may give more than one answer. Now think about the ""serving size"" on a food label. What does serving size mean to you? Serving size is...",P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ695C,CBQ695C,"{Now turn to {hand cards 38 and 39/hand cards 40 and 41}.} Again, for this next question you may give more than one answer. Now think about the ""serving size"" on a food label. What does serving size mean to you? Serving size is...",P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_DBD930,DBD930,Are you the person who does most of the planning or preparing of meals in your family?,P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_DBD935,DBD935,Do you share in the planning or preparing of meals with someone else?,P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_DBD940,DBD940,Are you the person who does most of the shopping for food in your family?,P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_DBD945,DBD945,Do you share in the shopping for food with someone else?,P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBD760,CBD760,How old are you?,P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBD765,CBD765,Which of the following best describe your highest education level?,P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBD770,CBD770,What is the gender of the respondent?,P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_CBQ785,CBQ785,The interview was completed in:,P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CBQPFC_WTDRD1PP,WTDRD1PP,Dietary day one sample weight,P_CBQPFC,Consumer Behavior Phone Follow-up Module – Child,Questionnaire
P_CDQ_CDQ001,CDQ001,{Have you/Has SP} ever had any pain or discomfort in {your/her/his} chest?,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ002,CDQ002,{Do you/Does she/Does he} get it when {you/she/he} walk uphill or hurry?,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ003,CDQ003,{Do you/Does she/Does he} get it when {you/she/he} walk at an ordinary pace on level ground?,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ004,CDQ004,What {do you/does she/does he} do if {you/she/he} get it while {you/she/he} are walking? {Do you/Does she/Does he} stop or slow down or continue at the same pace?,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ005,CDQ005,"If {you/she/he} stand still, what happens to it? Is the pain or discomfort relieved or not relieved?",P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ006,CDQ006,How soon is the pain relieved? Would you say...,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ009A,CDQ009A,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ009B,CDQ009B,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ009C,CDQ009C,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ009D,CDQ009D,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ009E,CDQ009E,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ009F,CDQ009F,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ009G,CDQ009G,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ009H,CDQ009H,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ008,CDQ008,Have {you/she/he} ever had a severe pain across the front of {your/her/his} chest lasting for half an hour or more?,P_CDQ,Cardiovascular Health,Questionnaire
P_CDQ_CDQ010,CDQ010,{Have you/Has SP} had shortness of breath either when hurrying on the level or walking up a slight hill?,P_CDQ,Cardiovascular Health,Questionnaire
P_DBQ_DBQ010,DBQ010,Now I'm going to ask you some general questions about {SP's} eating habits. Was {SP} ever breastfed or fed breastmilk?,P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBD030,DBD030,How old was {SP} when {he/she} completely stopped breastfeeding or being fed breastmilk? (Days),P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBD041,DBD041,How old was {SP} when {he/she} was first fed formula? (Days),P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBD050,DBD050,How old was {SP} when {he/she} completely stopped drinking formula? (Days),P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBD055,DBD055,"This next question is about the first thing that {SP} was given other than breast milk or formula. Please include juice, cow's milk, sugar water, baby food, or anything else that {SP} might have been given, even water. How old was {SP} when {he/she} was first fed anything other than breast milk or formula? (Days)",P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBD061,DBD061,How old was {SP} when {he/she} was first fed milk? (Days),P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBQ073A,DBQ073A,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBQ073B,DBQ073B,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBQ073C,DBQ073C,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBQ073D,DBQ073D,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBQ073E,DBQ073E,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBQ073U,DBQ073U,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,Questionnaire
P_DBQ_DBQ700,DBQ700,"Next I have some questions about {your/SP?s} eating habits. In general, how healthy is {your/his/her} overall diet? Would you say . . .",P_DBQ,Diet Behavior & Nutrition,Questionnaire
